职位名称,详细链接,公司名称,工作地点,薪资,发布时间
['Java实习生（2020届）'],['https://jobs.51job.com/beijing-hdq/114745364.html?s=01&t=0'],['北京思特奇信息技术股份有限公司郑...'],['异地招聘'],['0.8-1万/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou-zzxq/106543240.html?s=01&t=0'],['深圳融行通互联网金融服务有限公司'],['郑州-郑东新区'],['5-8千/月'],['05-24']
['中高级java研发工程师（郑州）'],['https://jobs.51job.com/chengdu-slq/113944103.html?s=01&t=0'],['成都千嘉科技有限公司'],['异地招聘'],['1-1.5万/月'],['06-20']
['Android开发工程师'],['https://jobs.51job.com/zhengzhou/109097685.html?s=01&t=0'],['河南思维信息技术有限公司'],['郑州'],['0.7-1.2万/月'],['05-29']
['产品经理助理（JAVA方向）包住宿'],['https://jobs.51job.com/guanchenghuizuqu/113563190.html?s=01&t=0'],['郑州海之城网络科技有限公司'],['郑州-管城回族区'],['6-8千/月'],['06-28']
['JAVA开发实习助理（急招）'],['https://jobs.51job.com/zhengzhou/111263778.html?s=01&t=0'],['郑州天之涯软件科技有限公司'],['郑州'],['3.8-7.8千/月'],['06-28']
['软件测试中级工程师'],['https://jobs.51job.com/zhengzhou/112209692.html?s=01&t=0'],['福建新大陆软件工程有限公司'],['郑州'],['0.6-1.2万/月'],['06-28']
['Java软件开发工程师（郑州）'],['https://jobs.51job.com/zhengzhou-gxq/91624383.html?s=01&t=0'],['北京小鸟科技股份有限公司'],['郑州-高新区'],['1.1-1.8万/月'],['06-28']
['初级软件工程师（java）'],['https://jobs.51job.com/jinshuiqu/113488317.html?s=01&t=0'],['北京中科联通科技有限责任公司'],['郑州-金水区'],['4-6千/月'],['06-27']
['Java开发工程师'],['https://jobs.51job.com/jinshuiqu/111180990.html?s=01&t=0'],['上海音达科技实业有限公司'],['郑州-金水区'],['1-1.5万/月'],['06-26']
['Java高级开发工程师'],['https://jobs.51job.com/zhengzhou/111562337.html?s=01&t=0'],['河南讯丰信息技术有限公司'],['郑州'],['0.8-1万/月'],['05-22']
['GIS开发工程师'],['https://jobs.51job.com/zhengzhou/105779379.html?s=01&t=0'],['东方通信股份有限公司'],['郑州'],['0.7-1万/月'],['05-29']
['Java开发工程师'],['https://jobs.51job.com/jinshuiqu/108470896.html?s=01&t=0'],['神州数码信息服务股份有限公司'],['郑州-金水区'],['0.9-1.2万/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou-jkq/113617135.html?s=01&t=0'],['郑州莱顿汽车租赁有限公司'],['郑州-经开区'],['6-8千/月'],['06-20']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou-zzxq/112287480.html?s=01&t=0'],['河南云数聚网络科技有限公司'],['郑州-郑东新区'],['0.8-1.2万/月'],['06-28']
['java程序员/实习生（五险+双休）'],['https://jobs.51job.com/zhengzhou/111256163.html?s=01&t=0'],['郑州天之涯软件科技有限公司'],['郑州'],['3.8-7.8千/月'],['06-28']
['Java Web工程师'],['https://jobs.51job.com/zhengzhou-gxq/112413678.html?s=01&t=0'],['河南誉凌电子科技有限公司'],['郑州-高新区'],['0.8-1.2万/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou/111700665.html?s=01&t=0'],['河南网景电子商务有限公司'],['郑州'],['6-8千/月'],['06-27']
['安卓工程师'],['https://jobs.51job.com/jinshuiqu/85165655.html?s=01&t=0'],['河南万和科技有限公司'],['郑州-金水区'],['3-6千/月'],['06-28']
['郑州高级Java 开发人员'],['https://jobs.51job.com/jinshuiqu/109325931.html?s=01&t=0'],['上海音达科技实业有限公司'],['郑州-金水区'],['1.5-2万/月'],['06-26']
['Java开发工程师8-10K'],['https://jobs.51job.com/zhengzhou-zzxq/112801643.html?s=01&t=0'],['河南省峰和设计有限公司'],['郑州-郑东新区'],['0.8-1万/月'],['05-22']
['Java初级开发工程师'],['https://jobs.51job.com/jinshuiqu/113071339.html?s=01&t=0'],['普元信息技术股份有限公司'],['郑州-金水区'],['4-7千/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou/113830487.html?s=01&t=0'],['神州数码信息服务股份有限公司'],['郑州'],['1-1.5万/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/jinshuiqu/111246229.html?s=01&t=0'],['广东睿盟计算机科技有限公司'],['郑州-金水区'],['3-5千/月'],['06-19']
['大数据管理'],['https://jobs.51job.com/zhengzhou-zzxq/111353725.html?s=01&t=0'],['河南豫企供应链管理有限公司'],['郑州-郑东新区'],['8-10万/年'],['05-29']
['Java开发工程师'],['https://jobs.51job.com/jinshuiqu/112131809.html?s=01&t=0'],['河南建研企业管理咨询有限公司'],['郑州-金水区'],['6-8千/月'],['06-28']
['应届生Java产品开发实习助理'],['https://jobs.51job.com/zhengzhou/111603911.html?s=01&t=0'],['郑州天之涯软件科技有限公司'],['郑州'],['3.8-7.8千/月'],['06-28']
['Java中级开发工程师'],['https://jobs.51job.com/zhengzhou/113886076.html?s=01&t=0'],['郑州恩普特科技股份有限公司'],['郑州'],['0.7-1.2万/月'],['06-27']
['Java开发工程师'],['https://jobs.51job.com/erqiqu/106604767.html?s=01&t=0'],['文鑫科技有限公司'],['郑州-二七区'],['5-8千/月'],['06-19']
['高级后端工程师'],['http://career.h3c.com/sc/show_job_detail.php?jobid=112610548'],['新华三技术有限公司'],['异地招聘'],['1-2万/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/jinshuiqu/108214167.html?s=01&t=0'],['上海音达科技实业有限公司'],['郑州-金水区'],['1.2-1.8万/月'],['06-26']
['JAVA开发技术（初级）+双休'],['https://jobs.51job.com/zhengzhou/111533473.html?s=01&t=0'],['郑州天之涯软件科技有限公司'],['郑州'],['3.8-7.8千/月'],['06-28']
['java 架构师'],['https://jobs.51job.com/zhengzhou/109631021.html?s=01&t=0'],['郑州致博思远企业管理咨询有限公司'],['郑州'],['1.5-2万/月'],['05-21']
['Java工程师（五险一金+双休）'],['https://jobs.51job.com/jinshuiqu/109116637.html?s=01&t=0'],['河南省历象科技有限公司'],['郑州-金水区'],['0.5-1万/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou-zzxq/101577975.html?s=01&t=0'],['北京中金云创软件有限公司'],['郑州-郑东新区'],['0.4-1万/月'],['06-28']
['Java开发实施工程师'],['https://jobs.51job.com/zhengzhou/110825975.html?s=01&t=0'],['东华软件股份公司'],['郑州'],['0.4-1万/月'],['06-27']
['数据分析师'],['https://jobs.51job.com/jinshuiqu/98732702.html?s=01&t=0'],['仲景宛西制药股份有限公司'],['郑州-金水区'],['4.5-6千/月'],['06-28']
['JAVA开发工程师-郑州'],['https://jobs.51job.com/guanchenghuizuqu/113218626.html?s=01&t=0'],['金电联行（北京）信息技术有限公司'],['郑州-管城回族区'],['1-1.5万/月'],['06-19']
['硬件工程师助理（java方向）'],['https://jobs.51job.com/zhengzhou/111485732.html?s=01&t=0'],['郑州天之涯软件科技有限公司'],['郑州'],['3.8-7.8千/月'],['06-28']
['软件（Java）高级开发工程师'],['https://jobs.51job.com/zhengzhou-zzxq/113476123.html?s=01&t=0'],['河南航天金穗电子有限公司'],['郑州-郑东新区'],['0.8-1.5万/月'],['06-26']
['Android开发工程师'],['https://jobs.51job.com/zhengzhou/110823639.html?s=01&t=0'],['郑州宜家安好软件科技有限公司'],['郑州'],['6-8千/月'],['05-28']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou/113618081.html?s=01&t=0'],['辅仁药业集团医药有限公司'],['郑州'],['5-8千/月'],['06-28']
['JAVA软件工程师'],['https://jobs.51job.com/zhengzhou/111549274.html?s=01&t=0'],['北京天畅伟业科技有限公司'],['郑州'],['5-7千/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/yinchuan/110206352.html?s=01&t=0'],['上海易宝软件有限公司'],['异地招聘'],['6-8千/月'],['06-25']
['JAVA开发工程师'],['https://jobs.51job.com/zhongyuanqu/113297522.html?s=01&t=0'],['北京云族佳科技有限公司'],['郑州-中原区'],['0.8-1万/月'],['05-20']
['Java开发工程师'],['https://jobs.51job.com/jinshuiqu/111785437.html?s=01&t=0'],['中科三清科技有限公司'],['郑州-金水区'],['0.8-1.2万/月'],['06-26']
['小程序Java开发4-6k五险一金'],['https://jobs.51job.com/zhengzhou/108948670.html?s=01&t=0'],['郑州蓝之海软件科技有限公司'],['郑州'],['3.9-7.6千/月'],['06-28']
['Java开发工程师（联合实验室）'],['https://jobs.51job.com/zhengzhou/103456674.html?s=01&t=0'],['珠海高凌信息科技股份有限公司'],['郑州'],['0.7-1.4万/月'],['06-19']
['JAVA初级软件开发工程师'],['https://jobs.51job.com/jinshuiqu/109208145.html?s=01&t=0'],['凯通科技股份有限公司'],['郑州-金水区'],['4-6千/月'],['06-28']
['Web前端开发工程师'],['https://jobs.51job.com/jinshuiqu/89543783.html?s=01&t=0'],['河南弥纶软件科技有限公司'],['郑州-金水区'],['0.6-1万/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou/108893949.html?s=01&t=0'],['湖南金烽信息科技有限公司'],['郑州'],['1-2万/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou-gxq/108907443.html?s=01&t=0'],['上海易宝软件有限公司'],['郑州-高新区'],['6-8千/月'],['06-25']
['Java高级开发工程师'],['https://jobs.51job.com/zhongyuanqu/113089098.html?s=01&t=0'],['大连东软思维科技发展有限公司'],['郑州-中原区'],['1-1.5万/月'],['05-19']
['小程序开发'],['https://jobs.51job.com/guanchenghuizuqu/113717754.html?s=01&t=0'],['郑州千莫软件科技有限公司'],['郑州-管城回族区'],['6-8千/月'],['05-25']
['Java工程师'],['https://jobs.51job.com/jinshuiqu/106848870.html?s=01&t=0'],['河南金明源信息技术有限公司'],['郑州-金水区'],['0.8-1.5万/月'],['06-28']
['Java开发实习生'],['https://jobs.51job.com/zhengzhou-gxq/107816009.html?s=01&t=0'],['亚信科技（中国）有限公司'],['郑州-高新区'],['2-3千/月'],['06-18']
['初级JAVA程序设计工程师 可实习'],['https://jobs.51job.com/zhengzhou/108947573.html?s=01&t=0'],['郑州蓝之海软件科技有限公司'],['郑州'],['3.9-7.6千/月'],['06-28']
['诚聘 Java中、高级软件工程师'],['https://jobs.51job.com/erqiqu/82332481.html?s=01&t=0'],['云计划软件科技（上海）有限公司'],['郑州-二七区'],['0.7-1万/月'],['06-27']
['java开发工程师（郑州）'],['https://jobs.51job.com/zhengzhou/57750484.html?s=01&t=0'],['北京清大科越股份有限公司'],['郑州'],['0.8-1万/月'],['06-26']
['大数据架构师'],['https://jobs.51job.com/chengdu/113418165.html?s=01&t=0'],['创意信息技术股份有限公司'],['异地招聘'],['1.5-2.5万/月'],['06-27']
['Java高级开发工程师'],['https://jobs.51job.com/zhengzhou-gxq/109477260.html?s=01&t=0'],['北京合力亿捷科技股份有限公司'],['郑州-高新区'],['0.8-1.5万/月'],['06-28']
['Java开发实习生'],['https://jobs.51job.com/xiamen/113715129.html?s=01&t=0'],['掘创（厦门）信息科技有限公司'],['异地招聘'],['3.5-6千/月'],['06-25']
['java开发技术经理'],['https://jobs.51job.com/zhengzhou/99498805.html?s=01&t=0'],['郑州睿诚金审软件科技股份有限公司'],['郑州'],['1-1.5万/月'],['05-19']
['JAVA程序员'],['https://jobs.51job.com/jinshuiqu/60922609.html?s=01&t=0'],['郑州欧索软件技术有限公司'],['郑州-金水区'],['4.5-6千/月'],['06-28']
['大数据开发工程师'],['https://jobs.51job.com/jinshuiqu/113676292.html?s=01&t=0'],['上海杰盛立业网络科技有限公司'],['郑州-金水区'],['1-1.6万/月'],['05-25']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou/114520757.html?s=01&t=0'],['郑州锅圈商贸有限公司'],['郑州'],['6-8千/月'],['06-18']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou-gxq/107800609.html?s=01&t=0'],['亿阳信通股份有限公司'],['郑州-高新区'],['0.5-1万/月'],['05-17']
['初级java工程师/储备'],['https://jobs.51job.com/zhengzhou/108969687.html?s=01&t=0'],['郑州蓝之海软件科技有限公司'],['郑州'],['3.9-7.6千/月'],['06-28']
['Java/.Net/C/C++对日软件外包工程师（常年招聘）'],['https://jobs.51job.com/zhengzhou/49429576.html?s=01&t=0'],['云计划软件科技（上海）有限公司'],['郑州'],['4-8千/月'],['06-27']
['大数据开发工程师'],['https://jobs.51job.com/zhengzhou/111732236.html?s=01&t=0'],['北京经世万方信息技术有限公司'],['郑州'],['0.7-1.2万/月'],['06-27']
['java开发管理'],['https://jobs.51job.com/jinshuiqu/112610459.html?s=01&t=0'],['上海音达科技实业有限公司'],['郑州-金水区'],['2-2.5万/月'],['06-26']
['JAVA中级软件工程师'],['https://jobs.51job.com/zhengzhou-zzxq/108764731.html?s=01&t=0'],['大宋餐饮管理有限公司'],['郑州-郑东新区'],['0.8-1万/月'],['06-28']
['大数据开发工程师'],['https://jobs.51job.com/jinshuiqu/105915713.html?s=01&t=0'],['河南信大网御科技有限公司'],['郑州-金水区'],['1-1.5万/月'],['06-27']
['Java高级开发工程师（13薪+住宿+六险）'],['https://jobs.51job.com/erqiqu/105426778.html?s=01&t=0'],['郑州众益信息科技有限公司'],['郑州-二七区'],['1-1.5万/月'],['06-25']
['IT工程师技术员Java，PHP，c#等'],['https://jobs.51job.com/wuhan/108532263.html?s=01&t=0'],['湖北一片语科技有限公司'],['异地招聘'],['1.2-4万/月'],['06-28']
['软件工程师'],['https://jobs.51job.com/zhengzhou/113644225.html?s=01&t=0'],['河南正商置业有限公司'],['郑州'],['1-1.5万/月'],['05-24']
['java中高级工程师'],['https://jobs.51job.com/jinshuiqu/72130038.html?s=01&t=0'],['郑州软语科技有限公司'],['郑州-金水区'],['0.8-1万/月'],['05-17']
['JAVA软件开发工程师'],['https://jobs.51job.com/zhengzhou-zzxq/87366488.html?s=01&t=0'],['郑州商品交易所易盛信息技术有限公司'],['郑州-郑东新区'],['12-20万/年'],['06-18']
['定岗委培可培养Java全职开发实习生'],['https://jobs.51job.com/jinshuiqu/107795804.html?s=01&t=0'],['河南脉友会创业孵化器有限公司'],['郑州-金水区'],['4.5-6千/月'],['06-28']
['0经验Java开发实习生'],['https://jobs.51job.com/jinshuiqu/113921542.html?s=01&t=0'],['郑州亚新网络科技有限公司'],['郑州-金水区'],['4.5-6千/月'],['06-28']
['APP开发工程师'],['https://jobs.51job.com/zhengzhou/113254365.html?s=01&t=0'],['河南汇小贷金融服务有限公司'],['郑州'],['0.8-1万/月'],['05-23']
['亚信安全_ JAVA研发工程师-郑州'],['https://jobs.51job.com/zhengzhou/106965053.html?s=01&t=0'],['亚信科技（成都）有限公司'],['郑州'],['1-1.5万/月'],['06-26']
['高级java开发工程师'],['https://jobs.51job.com/jinshuiqu/55488727.html?s=01&t=0'],['郑州裕软计算机技术有限公司'],['郑州-金水区'],['6.5-9.5千/月'],['06-27']
['3年以上Java开发工程师'],['https://jobs.51job.com/zhongyuanqu/112629197.html?s=01&t=0'],['郑州宝源科技有限公司'],['郑州-中原区'],['4.5-6千/月'],['06-28']
['研发实施部经理'],['https://jobs.51job.com/zhengzhou-zzxq/110621005.html?s=01&t=0'],['湖南科创信息技术股份有限公司'],['郑州-郑东新区'],['1-2万/月'],['06-27']
['Java开发工程师 （郑州）'],['https://jobs.51job.com/zhongyuanqu/106220154.html?s=01&t=0'],['郑州现代商友软件有限公司'],['郑州-中原区'],['4-8千/月'],['06-24']
['Java开发工程师'],['https://jobs.51job.com/zhongyuanqu/104693763.html?s=01&t=0'],['拙思信息科技（上海）有限公司'],['郑州-中原区'],['0.6-1.2万/月'],['06-28']
['小程序Java开发4-6k五险一金'],['https://jobs.51job.com/erqiqu/111428338.html?s=01&t=0'],['郑州丽泰网络科技有限公司'],['郑州-二七区'],['4-6千/月'],['05-15']
['Java中级开发工程师'],['https://jobs.51job.com/zhengzhou-zzxq/112224945.html?s=01&t=0'],['西安榴莲网络科技有限公司'],['郑州-郑东新区'],['0.5-1万/月'],['06-18']
['GIS 项目经理'],['https://jobs.51job.com/wuhan-hsq/102616128.html?s=01&t=0'],['北京青信美信息技术有限公司'],['异地招聘'],['1-1.5万/月'],['05-22']
['java软件开发实习生'],['https://jobs.51job.com/jinshuiqu/107795138.html?s=01&t=0'],['河南脉友会创业孵化器有限公司'],['郑州-金水区'],['4.5-6千/月'],['06-28']
['运维工程师（Java+网络，年薪15万）'],['https://jobs.51job.com/zhengzhou-zzxq/114512725.html?s=01&t=0'],['河南航天金穗电子有限公司'],['郑州-郑东新区'],['6-8.5千/月'],['06-26']
['急招java实习生可培养'],['https://jobs.51job.com/jinshuiqu/107795279.html?s=01&t=0'],['河南脉友会创业孵化器有限公司'],['郑州-金水区'],['4.5-6千/月'],['06-27']
['中级java软件工程师'],['https://jobs.51job.com/jinshuiqu/113379189.html?s=01&t=0'],['北京开科唯识技术有限公司'],['郑州-金水区'],['0.8-1万/月'],['06-28']
['Java开发工程师-郑州'],['https://jobs.51job.com/zhengzhou/109286963.html?s=01&t=0'],['北京小鱼易连科技有限公司'],['郑州'],['1-2万/月'],['06-26']
['Web前端开发工程师'],['https://jobs.51job.com/guanchenghuizuqu/114353627.html?s=01&t=0'],['河南狼团企业管理咨询有限公司'],['郑州-管城回族区'],['4-8千/月'],['06-27']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou/110053821.html?s=01&t=0'],['中移在线服务有限公司'],['郑州'],['15-20万/年'],['06-24']
['Java开发工程师助理'],['https://jobs.51job.com/guanchenghuizuqu/113338688.html?s=01&t=0'],['郑州志泽网络科技有限公司'],['郑州-管城回族区'],['4.5-6千/月'],['06-28']
['java开发工程师助理/实习生'],['https://jobs.51job.com/zhongyuanqu/112435607.html?s=01&t=0'],['北京东方车云信息技术有限公司'],['郑州-中原区'],['4.5-6千/月'],['05-14']
['Java开发工程师'],['https://jobs.51job.com/jinshuiqu/111655296.html?s=01&t=0'],['智容科技有限公司'],['郑州-金水区'],['4.5-6千/月'],['06-18']
['Java开发助理实习生（急招）'],['https://jobs.51job.com/jinshuiqu/107793793.html?s=01&t=0'],['河南脉友会创业孵化器有限公司'],['郑州-金水区'],['4.5-6千/月'],['06-28']
['Android开发工程师'],['https://jobs.51job.com/zhengzhou-zzxq/106822017.html?s=01&t=0'],['河南链博星网络科技有限公司'],['郑州-郑东新区'],['0.8-1万/月'],['05-19']
['Java高级开发工程师'],['https://jobs.51job.com/jinshuiqu/107990140.html?s=01&t=0'],['北京思诺博信息技术股份有限公司'],['郑州-金水区'],['0.6-1万/月'],['06-28']
['Java高级开发工程师'],['https://jobs.51job.com/jinshuiqu/100756032.html?s=01&t=0'],['上海埃林哲软件系统股份有限公司'],['郑州-金水区'],['1-1.5万/月'],['06-27']
['Java程序员/Java开发工程师'],['https://jobs.51job.com/zhengzhou/110843744.html?s=01&t=0'],['上海玉带信息技术有限公司'],['郑州'],['4-8千/月'],['06-28']
['高级JAVA工程师'],['https://jobs.51job.com/erqiqu/112965006.html?s=01&t=0'],['河南新康桥物业服务有限公司'],['郑州-二七区'],['1.5-2万/月'],['06-26']
['JAVA开发工程师'],['https://jobs.51job.com/guanchenghuizuqu/100384751.html?s=01&t=0'],['北京物通时空网络科技开发有限公司...'],['郑州-管城回族区'],['0.6-1万/月'],['06-23']
['CIO'],['https://jobs.51job.com/zhengzhou-gxq/114595821.html?s=01&t=0'],['河南锐之旗网络科技有限公司'],['郑州-高新区'],['1.7-2.5万/月'],['06-27']
['Java开发工程师   五险一金'],['https://jobs.51job.com/zhengzhou-jkq/112704363.html?s=01&t=0'],['郑州策坤网络科技有限公司'],['郑州-经开区'],['4-6千/月'],['06-28']
['JAVA开发工程师'],['https://jobs.51job.com/zhengzhou-zzxq/111257096.html?s=01&t=0'],['中科软科技股份有限公司'],['郑州-郑东新区'],['4-8千/月'],['05-13']
['java软件工程师（应届生）'],['https://jobs.51job.com/zhengzhou/114413652.html?s=01&t=0'],['郑州乐驰软件科技有限公司'],['郑州'],['6-8千/月'],['06-18']
['会计实习生'],['https://jobs.51job.com/xuchang/107497190.html?s=01&t=0'],['开封国金电子商务有限公司'],['异地招聘'],['3-4.5千/月'],['05-18']
['java开发工程师'],['https://jobs.51job.com/zhengzhou/110372444.html?s=01&t=0'],['北京天健源达科技股份有限公司'],['郑州'],['0.6-1.5万/月'],['06-17']
['Java初级开发工程师'],['https://jobs.51job.com/zhengzhou-gxq/107456737.html?s=01&t=0'],['郑州悠络客信息技术有限公司'],['郑州-高新区'],['3-5千/月'],['06-28']
['Java中级开发工程师'],['https://jobs.51job.com/jinshuiqu/100754970.html?s=01&t=0'],['上海埃林哲软件系统股份有限公司'],['郑州-金水区'],['0.8-1.3万/月'],['06-27']
['Java开发工程师'],['https://jobs.51job.com/jinshuiqu/111975107.html?s=01&t=0'],['深圳巨为科技开发有限公司郑州分公司'],['郑州-金水区'],['0.6-1万/月'],['06-26']
['Java开发助理/实习生+底薪4000'],['https://jobs.51job.com/jinshuiqu/113883235.html?s=01&t=0'],['河南玖硕电子科技有限公司'],['郑州-金水区'],['4-6千/月'],['06-28']
['Java中级开发工程师'],['https://jobs.51job.com/zhengzhou-jkq/113034687.html?s=01&t=0'],['河南华道智能科技有限公司'],['郑州-经开区'],['0.8-1.5万/月'],['06-23']
['JAVA开发工程师（金融）'],['https://jobs.51job.com/zhengzhou-zzxq/114609549.html?s=01&t=0'],['北京汉克时代科技有限公司'],['郑州-郑东新区'],['1-1.7万/月'],['06-28']
['IT服务工程师'],['https://jobs.51job.com/zhengzhou-jkq/113892980.html?s=01&t=0'],['郑州金域医学检验中心'],['郑州-经开区'],['0.8-1.5万/月'],['06-27']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou/104537516.html?s=01&t=0'],['云歌信息技术（江苏）有限公司'],['郑州'],['0.8-1万/月'],['06-28']
['Android应用开发工程师(000400)（郑州）'],['https://jobs.51job.com/zhengzhou/106162731.html?s=01&t=0'],['软件与服务中心'],['郑州'],[],['05-18']
['Java高级开发工程师'],['https://jobs.51job.com/zhengzhou-jkq/107621540.html?s=01&t=0'],['河南华道智能科技有限公司'],['郑州-经开区'],['1-1.5万/月'],['06-23']
['Java高级开发工程师'],['https://jobs.51job.com/zhongyuanqu/108174879.html?s=01&t=0'],['河南弋之众合信息科技有限公司'],['郑州-中原区'],['1-1.5万/月'],['05-13']
['Java高级工程师'],['https://jobs.51job.com/zhengzhou-zzxq/105007140.html?s=01&t=0'],['河南新辰环保科技有限公司'],['郑州-郑东新区'],['1-2万/月'],['06-17']
['Java初级开发工程师'],['https://jobs.51job.com/jinshuiqu/100754727.html?s=01&t=0'],['上海埃林哲软件系统股份有限公司'],['郑州-金水区'],['6-8千/月'],['06-27']
['Java开发实习生'],['https://jobs.51job.com/guanchenghuizuqu/114647097.html?s=01&t=0'],['河南盟立方计算机科技有限公司'],['郑州-管城回族区'],['2-3千/月'],['06-26']
['Java开发工程师助理'],['https://jobs.51job.com/zhengzhou-gxq/112416971.html?s=01&t=0'],['郑州悠络客信息技术有限公司'],['郑州-高新区'],['3-4.5千/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/zhongyuanqu/112636128.html?s=01&t=0'],['北京易玖生态环境有限公司'],['郑州-中原区'],['0.6-1万/月'],['06-28']
['项目实施工程师（河南）'],['https://jobs.51job.com/zhengzhou-zzxq/97312116.html?s=01&t=0'],['北京数字政通科技股份有限公司'],['郑州-郑东新区'],['4.5-6千/月'],['06-27']
['Java开发实习生（郑州）'],['https://jobs.51job.com/zhengzhou/110021688.html?s=01&t=0'],['亚信科技（中国）有限公司'],['郑州'],[],['06-28']
['GIS研发经理'],['https://jobs.51job.com/zhengzhou-zzxq/108114551.html?s=01&t=0'],['北京瞭望神州科技有限公司'],['郑州-郑东新区'],['1-1.5万/月'],['05-16']
['java高级软件开发工程师'],['https://jobs.51job.com/zhengzhou-jkq/113907195.html?s=01&t=0'],['河南华道智能科技有限公司'],['郑州-经开区'],['0.8-1.5万/月'],['06-23']
['Java开发工程师'],['https://jobs.51job.com/zhongyuanqu/114728126.html?s=01&t=0'],['广东卓纬科技有限公司'],['郑州-中原区'],['0.8-1.5万/月'],['06-28']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou-gxq/110262396.html?s=01&t=0'],['北京明天凯萨电子商务有限公司'],['郑州-高新区'],['0.8-1.1万/月'],['05-13']
['Java开发工程师'],['https://jobs.51job.com/erqiqu/114171538.html?s=01&t=0'],['河南九域腾龙信息工程有限公司'],['郑州-二七区'],['4-8千/月'],['06-17']
['Java开发工程师（可实习）'],['https://jobs.51job.com/zhengzhou-gxq/111760367.html?s=01&t=0'],['郑州悠络客信息技术有限公司'],['郑州-高新区'],['3-5千/月'],['06-28']
['Java开发工程师(郑州)'],['https://jobs.51job.com/jinshuiqu/90466262.html?s=01&t=0'],['上海埃林哲软件系统股份有限公司'],['郑州-金水区'],['6-9千/月'],['06-27']
['物联网硬件开发工程师'],['https://jobs.51job.com/zhengzhou/112923984.html?s=01&t=0'],['郑州新大方重工科技有限公司'],['郑州'],['6-8千/月'],['06-27']
['Java开发工程师（郑州分公司）'],['https://jobs.51job.com/jinshuiqu/111734979.html?s=01&t=0'],['上海劲越信息技术有限公司'],['郑州-金水区'],['4.5-6千/月'],['06-26']
['Java开发实习生+食宿'],['https://jobs.51job.com/erqiqu/112663709.html?s=01&t=0'],['河南青凰网络科技有限公司'],['郑州-二七区'],['3-4.5千/月'],['06-28']
['Java高级研发工程师'],['https://jobs.51job.com/zhengzhou/111489796.html?s=01&t=0'],['传智播客教育集团郑州分校'],['郑州'],['1.5-2万/月'],['06-21']
['高级开发工程师'],['https://jobs.51job.com/jinshuiqu/113391997.html?s=01&t=0'],['国药诺达（河南）智慧后勤管理集团...'],['郑州-金水区'],['1-1.5万/月'],['05-15']
['Java资深开发工程师'],['https://jobs.51job.com/jinshuiqu/113304303.html?s=01&t=0'],['北京鼎泰瑞特科技有限公司'],['郑州-金水区'],['0.7-1.5万/月'],['05-12']
['Java高级开发工程师'],['https://jobs.51job.com/zhongmouxian/96498182.html?s=01&t=0'],['郑州科瑞思拓软件科技有限公司'],['郑州-中牟县'],['0.9-1.2万/月'],['06-28']
['电信JAVA开发及维护工程师'],['https://jobs.51job.com/zhengzhou/107338464.html?s=01&t=0'],['亚信科技（南京）有限公司'],['郑州'],['0.8-2万/月'],['06-16']
['Java项目经理'],['https://jobs.51job.com/zhengzhou-gxq/99315204.html?s=01&t=0'],['河南八六三软件股份有限公司'],['郑州-高新区'],['1-1.5万/月'],['06-27']
['Java开发工程师'],['https://jobs.51job.com/zhengzhou-gxq/114081012.html?s=01&t=0'],['上海睿芽教育科技有限公司'],['郑州-高新区'],['0.6-1万/月'],['06-26']
['软件工程师'],['https://jobs.51job.com/xingyangshi/111536082.html?s=01&t=0'],['河南通冠重工股份有限公司'],['郑州-荥阳市'],['6-8千/月'],['06-27']
['Java讲师'],['https://jobs.51job.com/jinshuiqu/114215976.html?s=01&t=0'],['郑州海之城网络科技有限公司'],['郑州-金水区'],['6-8千/月'],['06-28']
['技术经理'],['https://jobs.51job.com/jinshuiqu/113358870.html?s=01&t=0'],['北京初聚科技有限公司'],['郑州-金水区'],['1.5-3万/月'],['05-14']
['Java开发 实习生 双休 五险一金'],['https://jobs.51job.com/jinshuiqu/111738936.html?s=01&t=0'],['河南威斯德姆信息技术有限公司'],['郑州-金水区'],['6-8千/月'],['06-28']
['Android开发工程师'],['https://jobs.51job.com/zhengzhou-jkq/112724901.html?s=01&t=0'],['河南恒茂创远科技股份有限公司'],['郑州-经开区'],['0.5-1万/月'],['06-26']
